value;time
21,18;2024-04-24 12:43:57 PM
21,19;2024-04-24 12:42:57 PM
21,19;2024-04-24 12:41:57 PM
21,17;2024-04-24 12:40:57 PM
21,19;2024-04-24 12:39:57 PM
21,19;2024-04-24 12:38:57 PM
21,20;2024-04-24 12:37:57 PM
21,25;2024-04-24 12:36:56 PM
21,30;2024-04-24 12:35:56 PM
21,25;2024-04-24 12:34:56 PM
21,33;2024-04-24 12:33:57 PM
21,29;2024-04-24 12:32:57 PM
21,34;2024-04-24 12:31:56 PM
21,36;2024-04-24 12:30:56 PM
21,34;2024-04-24 12:29:56 PM
21,44;2024-04-24 12:28:56 PM
21,42;2024-04-24 12:27:56 PM
21,44;2024-04-24 12:26:57 PM
21,45;2024-04-24 12:25:56 PM
21,47;2024-04-24 12:24:57 PM
21,47;2024-04-24 12:23:57 PM
21,50;2024-04-24 12:22:57 PM
21,51;2024-04-24 12:21:57 PM
21,45;2024-04-24 12:20:56 PM
21,45;2024-04-24 12:19:57 PM
21,44;2024-04-24 12:18:56 PM
21,42;2024-04-24 12:17:56 PM
21,41;2024-04-24 12:16:56 PM
21,42;2024-04-24 12:15:57 PM
21,44;2024-04-24 12:14:57 PM
21,46;2024-04-24 12:13:57 PM
21,43;2024-04-24 12:12:57 PM
21,36;2024-04-24 12:11:57 PM
21,36;2024-04-24 12:10:57 PM
21,39;2024-04-24 12:09:57 PM
21,44;2024-04-24 12:08:57 PM
21,44;2024-04-24 12:07:57 PM
21,43;2024-04-24 12:06:56 PM
21,44;2024-04-24 12:05:57 PM
21,40;2024-04-24 12:04:57 PM
21,41;2024-04-24 12:03:57 PM
21,28;2024-04-24 12:02:57 PM
21,52;2024-04-24 12:01:57 PM
21,46;2024-04-24 12:00:57 PM
21,47;2024-04-24 11:59:56 AM
21,54;2024-04-24 11:58:56 AM
21,46;2024-04-24 11:57:57 AM
21,56;2024-04-24 11:56:56 AM
21,54;2024-04-24 11:55:56 AM
21,55;2024-04-24 11:54:56 AM
21,56;2024-04-24 11:53:56 AM
21,51;2024-04-24 11:52:56 AM
21,51;2024-04-24 11:51:56 AM
21,52;2024-04-24 11:50:56 AM
21,54;2024-04-24 11:49:56 AM
21,55;2024-04-24 11:48:56 AM
21,52;2024-04-24 11:47:56 AM
21,56;2024-04-24 11:46:56 AM
21,54;2024-04-24 11:45:56 AM
21,54;2024-04-24 11:44:56 AM
21,60;2024-04-24 11:43:56 AM
21,55;2024-04-24 11:42:56 AM
21,50;2024-04-24 11:41:56 AM
21,55;2024-04-24 11:40:55 AM
21,53;2024-04-24 11:39:55 AM
21,56;2024-04-24 11:38:55 AM
21,53;2024-04-24 11:37:55 AM
21,53;2024-04-24 11:36:55 AM
21,58;2024-04-24 11:35:55 AM
21,62;2024-04-24 11:34:55 AM
21,70;2024-04-24 11:33:55 AM
21,64;2024-04-24 11:32:55 AM
21,62;2024-04-24 11:31:55 AM
21,63;2024-04-24 11:30:55 AM
21,66;2024-04-24 11:29:55 AM
21,59;2024-04-24 11:28:55 AM
21,50;2024-04-24 11:27:55 AM
21,58;2024-04-24 11:26:55 AM
21,61;2024-04-24 11:25:55 AM
21,58;2024-04-24 11:24:56 AM
21,60;2024-04-24 11:23:55 AM
21,61;2024-04-24 11:22:55 AM
21,54;2024-04-24 11:21:55 AM
21,66;2024-04-24 11:20:55 AM
21,60;2024-04-24 11:19:55 AM
21,56;2024-04-24 11:18:55 AM
21,50;2024-04-24 11:17:55 AM
21,51;2024-04-24 11:16:54 AM
21,47;2024-04-24 11:15:54 AM
21,50;2024-04-24 11:14:55 AM
21,48;2024-04-24 11:13:54 AM
21,41;2024-04-24 11:12:55 AM
21,53;2024-04-24 11:11:54 AM
21,54;2024-04-24 11:10:54 AM
21,62;2024-04-24 11:09:55 AM
21,63;2024-04-24 11:08:54 AM
21,60;2024-04-24 11:07:54 AM
21,56;2024-04-24 11:06:54 AM
21,52;2024-04-24 11:05:54 AM
21,44;2024-04-24 11:04:54 AM
21,35;2024-04-24 11:03:54 AM
21,32;2024-04-24 11:02:54 AM
21,24;2024-04-24 11:01:54 AM
21,28;2024-04-24 11:00:54 AM
21,28;2024-04-24 10:59:54 AM
21,23;2024-04-24 10:58:54 AM
21,22;2024-04-24 10:57:54 AM
21,15;2024-04-24 10:56:54 AM
21,19;2024-04-24 10:55:53 AM
21,12;2024-04-24 10:54:53 AM
21,07;2024-04-24 10:53:53 AM
21,04;2024-04-24 10:52:53 AM
21,01;2024-04-24 10:51:53 AM
20,97;2024-04-24 10:50:53 AM
20,99;2024-04-24 10:49:53 AM
20,95;2024-04-24 10:48:53 AM
20,95;2024-04-24 10:47:53 AM
20,83;2024-04-24 10:46:53 AM
20,70;2024-04-24 10:45:53 AM
20,73;2024-04-24 10:44:53 AM
20,73;2024-04-24 10:43:53 AM
20,57;2024-04-24 10:42:53 AM
20,45;2024-04-24 10:41:53 AM
20,36;2024-04-24 10:40:53 AM
20,24;2024-04-24 10:39:53 AM
20,22;2024-04-24 10:38:53 AM
20,06;2024-04-24 10:37:53 AM
19,95;2024-04-24 10:36:53 AM
20,15;2024-04-24 10:35:53 AM
20,24;2024-04-24 10:34:53 AM
20,43;2024-04-24 10:33:53 AM
20,57;2024-04-24 10:32:53 AM
20,72;2024-04-24 10:31:53 AM
20,76;2024-04-24 10:30:53 AM
20,94;2024-04-24 10:29:53 AM
21,06;2024-04-24 10:28:53 AM
21,06;2024-04-24 10:27:54 AM
21,11;2024-04-24 10:26:53 AM
21,29;2024-04-24 10:25:53 AM
21,30;2024-04-24 10:24:53 AM
21,43;2024-04-24 10:23:53 AM
21,40;2024-04-24 10:22:53 AM
21,44;2024-04-24 10:21:53 AM
21,59;2024-04-24 10:20:53 AM
21,57;2024-04-24 10:19:53 AM
21,62;2024-04-24 10:18:53 AM
21,71;2024-04-24 10:17:53 AM
21,81;2024-04-24 10:16:53 AM
21,85;2024-04-24 10:15:53 AM
21,89;2024-04-24 10:14:53 AM
21,92;2024-04-24 10:13:53 AM
21,87;2024-04-24 10:12:53 AM
21,83;2024-04-24 10:11:53 AM
21,88;2024-04-24 10:10:53 AM
21,88;2024-04-24 10:09:53 AM
21,86;2024-04-24 10:08:53 AM
21,86;2024-04-24 10:07:53 AM
21,82;2024-04-24 10:06:53 AM
21,82;2024-04-24 10:05:53 AM
21,82;2024-04-24 10:04:53 AM
21,75;2024-04-24 10:03:53 AM
21,79;2024-04-24 10:02:53 AM
21,82;2024-04-24 10:01:53 AM
21,81;2024-04-24 10:00:53 AM
21,71;2024-04-24 09:59:53 AM
21,75;2024-04-24 09:58:53 AM
21,69;2024-04-24 09:57:53 AM
21,62;2024-04-24 09:56:53 AM
21,67;2024-04-24 09:55:53 AM
21,67;2024-04-24 09:54:53 AM
21,61;2024-04-24 09:53:53 AM
21,57;2024-04-24 09:52:53 AM
21,53;2024-04-24 09:51:53 AM
21,45;2024-04-24 09:50:53 AM
21,41;2024-04-24 09:49:53 AM
21,36;2024-04-24 09:48:53 AM
21,27;2024-04-24 09:47:53 AM
21,30;2024-04-24 09:46:53 AM
21,21;2024-04-24 09:45:53 AM
21,34;2024-04-24 09:44:53 AM
21,36;2024-04-24 09:43:53 AM
21,36;2024-04-24 09:42:53 AM
21,27;2024-04-24 09:41:53 AM
21,31;2024-04-24 09:40:53 AM
21,23;2024-04-24 09:39:53 AM
21,15;2024-04-24 09:38:53 AM
21,11;2024-04-24 09:37:53 AM
21,07;2024-04-24 09:36:52 AM
20,93;2024-04-24 09:35:53 AM
20,90;2024-04-24 09:34:52 AM
20,93;2024-04-24 09:33:52 AM
20,93;2024-04-24 09:32:52 AM
20,89;2024-04-24 09:31:52 AM
20,78;2024-04-24 09:30:53 AM
20,83;2024-04-24 09:29:52 AM
20,80;2024-04-24 09:28:52 AM
20,80;2024-04-24 09:27:52 AM
20,74;2024-04-24 09:26:52 AM
20,76;2024-04-24 09:25:52 AM
20,74;2024-04-24 09:24:52 AM
20,70;2024-04-24 09:23:52 AM
20,73;2024-04-24 09:22:52 AM
20,78;2024-04-24 09:21:52 AM
20,75;2024-04-24 09:20:52 AM
20,77;2024-04-24 09:19:52 AM
20,77;2024-04-24 09:18:52 AM
20,76;2024-04-24 09:17:53 AM
20,85;2024-04-24 09:16:52 AM
20,84;2024-04-24 09:15:52 AM
20,90;2024-04-24 09:14:52 AM
20,90;2024-04-24 09:13:52 AM
20,88;2024-04-24 09:12:52 AM
20,83;2024-04-24 09:11:52 AM
20,88;2024-04-24 09:10:52 AM
20,83;2024-04-24 09:09:52 AM
20,96;2024-04-24 09:08:52 AM
20,97;2024-04-24 09:07:51 AM
20,97;2024-04-24 09:06:51 AM
20,94;2024-04-24 09:05:51 AM
20,88;2024-04-24 09:04:51 AM
20,91;2024-04-24 09:03:51 AM
20,91;2024-04-24 09:02:51 AM
20,97;2024-04-24 09:01:51 AM
20,94;2024-04-24 09:00:51 AM
20,92;2024-04-24 08:59:51 AM
20,88;2024-04-24 08:58:51 AM
20,87;2024-04-24 08:57:51 AM
20,84;2024-04-24 08:56:51 AM
20,91;2024-04-24 08:55:51 AM
21,05;2024-04-24 08:54:51 AM
21,15;2024-04-24 08:53:51 AM
21,07;2024-04-24 08:52:51 AM
21,08;2024-04-24 08:51:50 AM
21,10;2024-04-24 08:50:50 AM
21,01;2024-04-24 08:49:50 AM
21,11;2024-04-24 08:48:50 AM
21,17;2024-04-24 08:47:51 AM
21,19;2024-04-24 08:46:50 AM
21,23;2024-04-24 08:45:50 AM
21,23;2024-04-24 08:44:50 AM
21,33;2024-04-24 08:43:50 AM
21,32;2024-04-24 08:42:51 AM
21,36;2024-04-24 08:41:50 AM
21,42;2024-04-24 08:40:50 AM
21,41;2024-04-24 08:39:50 AM
21,39;2024-04-24 08:38:50 AM
21,49;2024-04-24 08:37:50 AM
21,52;2024-04-24 08:36:50 AM
21,55;2024-04-24 08:35:50 AM
21,56;2024-04-24 08:34:49 AM
21,64;2024-04-24 08:33:49 AM
21,60;2024-04-24 08:32:50 AM
21,73;2024-04-24 08:31:49 AM
21,79;2024-04-24 08:30:49 AM
21,81;2024-04-24 08:29:49 AM
21,89;2024-04-24 08:28:49 AM
21,86;2024-04-24 08:27:49 AM
21,86;2024-04-24 08:26:49 AM
22,12;2024-04-24 08:25:49 AM
22,13;2024-04-24 08:24:49 AM
22,05;2024-04-24 08:23:49 AM
22,06;2024-04-24 08:22:49 AM
22,12;2024-04-24 08:21:49 AM
22,08;2024-04-24 08:20:49 AM
22,17;2024-04-24 08:19:49 AM
22,16;2024-04-24 08:18:49 AM
22,12;2024-04-24 08:17:49 AM
22,18;2024-04-24 08:16:48 AM
22,12;2024-04-24 08:15:48 AM
22,11;2024-04-24 08:14:48 AM
22,03;2024-04-24 08:13:48 AM
21,97;2024-04-24 08:12:48 AM
21,94;2024-04-24 08:11:48 AM
21,95;2024-04-24 08:10:48 AM
22,00;2024-04-24 08:09:48 AM
21,94;2024-04-24 08:08:48 AM
21,95;2024-04-24 08:07:48 AM
21,88;2024-04-24 08:06:48 AM
21,93;2024-04-24 08:05:48 AM
21,89;2024-04-24 08:04:48 AM
21,82;2024-04-24 08:03:48 AM
21,98;2024-04-24 08:02:48 AM
21,92;2024-04-24 08:01:48 AM
21,86;2024-04-24 08:00:48 AM
