value;time
17,05;2024-03-24 09:49:04 AM
17,07;2024-03-24 09:48:04 AM
17,07;2024-03-24 09:47:04 AM
17,08;2024-03-24 09:46:04 AM
17,05;2024-03-24 09:45:05 AM
17,05;2024-03-24 09:44:04 AM
17,05;2024-03-24 09:43:04 AM
17,06;2024-03-24 09:42:04 AM
17,07;2024-03-24 09:41:04 AM
17,02;2024-03-24 09:40:04 AM
17,03;2024-03-24 09:39:04 AM
17,07;2024-03-24 09:38:03 AM
17,05;2024-03-24 09:37:03 AM
17,02;2024-03-24 09:36:03 AM
17,01;2024-03-24 09:35:03 AM
17,03;2024-03-24 09:34:03 AM
17,02;2024-03-24 09:33:03 AM
17,02;2024-03-24 09:32:03 AM
17,02;2024-03-24 09:31:03 AM
17,07;2024-03-24 09:30:03 AM
17,09;2024-03-24 09:29:03 AM
17,08;2024-03-24 09:28:03 AM
17,10;2024-03-24 09:27:03 AM
17,12;2024-03-24 09:26:03 AM
17,11;2024-03-24 09:25:03 AM
17,11;2024-03-24 09:24:03 AM
17,12;2024-03-24 09:23:03 AM
17,12;2024-03-24 09:22:03 AM
17,10;2024-03-24 09:21:03 AM
17,08;2024-03-24 09:20:03 AM
17,10;2024-03-24 09:19:03 AM
17,09;2024-03-24 09:18:03 AM
17,12;2024-03-24 09:17:03 AM
17,09;2024-03-24 09:16:03 AM
17,09;2024-03-24 09:15:03 AM
17,09;2024-03-24 09:14:03 AM
17,10;2024-03-24 09:13:03 AM
17,08;2024-03-24 09:12:03 AM
17,09;2024-03-24 09:11:03 AM
17,08;2024-03-24 09:10:03 AM
17,05;2024-03-24 09:09:03 AM
17,05;2024-03-24 09:08:03 AM
17,08;2024-03-24 09:07:03 AM
17,07;2024-03-24 09:06:03 AM
17,05;2024-03-24 09:05:03 AM
17,08;2024-03-24 09:04:03 AM
17,08;2024-03-24 09:03:03 AM
17,05;2024-03-24 09:02:03 AM
17,08;2024-03-24 09:01:03 AM
17,06;2024-03-24 09:00:03 AM
17,08;2024-03-24 08:59:03 AM
17,12;2024-03-24 08:58:03 AM
17,10;2024-03-24 08:57:03 AM
17,11;2024-03-24 08:56:03 AM
17,10;2024-03-24 08:55:03 AM
17,10;2024-03-24 08:54:03 AM
17,11;2024-03-24 08:53:03 AM
17,12;2024-03-24 08:52:03 AM
17,13;2024-03-24 08:51:03 AM
17,11;2024-03-24 08:50:03 AM
17,12;2024-03-24 08:49:03 AM
17,11;2024-03-24 08:48:03 AM
17,11;2024-03-24 08:47:03 AM
17,11;2024-03-24 08:46:03 AM
17,12;2024-03-24 08:45:03 AM
17,11;2024-03-24 08:44:03 AM
17,12;2024-03-24 08:43:03 AM
17,12;2024-03-24 08:42:03 AM
17,10;2024-03-24 08:41:03 AM
17,10;2024-03-24 08:40:03 AM
17,12;2024-03-24 08:39:03 AM
17,13;2024-03-24 08:38:03 AM
17,12;2024-03-24 08:37:03 AM
17,13;2024-03-24 08:36:03 AM
17,12;2024-03-24 08:35:03 AM
17,11;2024-03-24 08:34:03 AM
17,12;2024-03-24 08:33:02 AM
17,12;2024-03-24 08:32:02 AM
17,13;2024-03-24 08:31:02 AM
17,14;2024-03-24 08:30:03 AM
17,14;2024-03-24 08:29:02 AM
17,14;2024-03-24 08:28:02 AM
17,13;2024-03-24 08:27:02 AM
17,13;2024-03-24 08:26:02 AM
17,12;2024-03-24 08:25:02 AM
17,11;2024-03-24 08:24:02 AM
17,14;2024-03-24 08:23:02 AM
17,12;2024-03-24 08:22:02 AM
17,08;2024-03-24 08:21:02 AM
17,10;2024-03-24 08:20:02 AM
17,12;2024-03-24 08:19:02 AM
17,10;2024-03-24 08:18:02 AM
17,09;2024-03-24 08:17:01 AM
17,11;2024-03-24 08:16:01 AM
17,08;2024-03-24 08:15:02 AM
17,10;2024-03-24 08:14:01 AM
17,13;2024-03-24 08:13:01 AM
17,11;2024-03-24 08:12:01 AM
17,13;2024-03-24 08:11:01 AM
17,13;2024-03-24 08:10:02 AM
17,14;2024-03-24 08:09:01 AM
17,13;2024-03-24 08:08:01 AM
17,13;2024-03-24 08:07:01 AM
17,15;2024-03-24 08:06:01 AM
17,15;2024-03-24 08:05:01 AM
17,15;2024-03-24 08:04:01 AM
17,23;2024-03-24 08:03:01 AM
17,16;2024-03-24 08:02:01 AM
17,16;2024-03-24 08:01:01 AM
17,15;2024-03-24 08:00:01 AM
