value;time
37,87;2024-04-24 11:27:55 AM
37,92;2024-04-24 11:26:55 AM
37,96;2024-04-24 11:25:55 AM
38,02;2024-04-24 11:24:56 AM
38,00;2024-04-24 11:23:55 AM
38,08;2024-04-24 11:22:55 AM
38,05;2024-04-24 11:21:55 AM
38,19;2024-04-24 11:20:55 AM
38,26;2024-04-24 11:19:55 AM
38,29;2024-04-24 11:18:55 AM
38,35;2024-04-24 11:17:55 AM
38,39;2024-04-24 11:16:54 AM
38,44;2024-04-24 11:15:54 AM
38,42;2024-04-24 11:14:55 AM
38,50;2024-04-24 11:13:54 AM
38,52;2024-04-24 11:12:55 AM
38,64;2024-04-24 11:11:54 AM
38,68;2024-04-24 11:10:54 AM
38,69;2024-04-24 11:09:55 AM
38,74;2024-04-24 11:08:54 AM
38,82;2024-04-24 11:07:54 AM
38,84;2024-04-24 11:06:54 AM
38,88;2024-04-24 11:05:54 AM
38,97;2024-04-24 11:04:54 AM
39,03;2024-04-24 11:03:54 AM
39,05;2024-04-24 11:02:54 AM
39,09;2024-04-24 11:01:54 AM
39,11;2024-04-24 11:00:54 AM
39,17;2024-04-24 10:59:54 AM
39,14;2024-04-24 10:58:54 AM
39,21;2024-04-24 10:57:54 AM
39,22;2024-04-24 10:56:54 AM
39,26;2024-04-24 10:55:53 AM
39,34;2024-04-24 10:54:53 AM
39,26;2024-04-24 10:53:53 AM
39,31;2024-04-24 10:52:53 AM
39,31;2024-04-24 10:51:53 AM
39,32;2024-04-24 10:50:53 AM
39,33;2024-04-24 10:49:53 AM
39,34;2024-04-24 10:48:53 AM
39,46;2024-04-24 10:47:53 AM
39,45;2024-04-24 10:46:53 AM
39,47;2024-04-24 10:45:53 AM
39,49;2024-04-24 10:44:53 AM
39,55;2024-04-24 10:43:53 AM
39,57;2024-04-24 10:42:53 AM
39,66;2024-04-24 10:41:53 AM
39,69;2024-04-24 10:40:53 AM
39,75;2024-04-24 10:39:53 AM
39,81;2024-04-24 10:38:53 AM
39,83;2024-04-24 10:37:53 AM
39,94;2024-04-24 10:36:53 AM
40,04;2024-04-24 10:35:53 AM
40,06;2024-04-24 10:34:53 AM
40,09;2024-04-24 10:33:53 AM
40,09;2024-04-24 10:32:53 AM
40,09;2024-04-24 10:31:53 AM
40,08;2024-04-24 10:30:53 AM
40,09;2024-04-24 10:29:53 AM
40,05;2024-04-24 10:28:53 AM
40,05;2024-04-24 10:27:54 AM
39,97;2024-04-24 10:26:53 AM
39,99;2024-04-24 10:25:53 AM
39,92;2024-04-24 10:24:53 AM
39,94;2024-04-24 10:23:53 AM
39,86;2024-04-24 10:22:53 AM
39,84;2024-04-24 10:21:53 AM
39,84;2024-04-24 10:20:53 AM
39,79;2024-04-24 10:19:53 AM
39,75;2024-04-24 10:18:53 AM
39,69;2024-04-24 10:17:53 AM
39,60;2024-04-24 10:16:53 AM
39,73;2024-04-24 10:15:53 AM
40,03;2024-04-24 10:14:53 AM
40,23;2024-04-24 10:13:53 AM
40,44;2024-04-24 10:12:53 AM
40,32;2024-04-24 10:11:53 AM
40,34;2024-04-24 10:10:53 AM
40,45;2024-04-24 10:09:53 AM
40,31;2024-04-24 10:08:53 AM
40,04;2024-04-24 10:07:53 AM
39,91;2024-04-24 10:06:53 AM
39,76;2024-04-24 10:05:53 AM
39,87;2024-04-24 10:04:53 AM
39,77;2024-04-24 10:03:53 AM
39,68;2024-04-24 10:02:53 AM
39,81;2024-04-24 10:01:53 AM
39,80;2024-04-24 10:00:53 AM
39,44;2024-04-24 09:59:53 AM
39,36;2024-04-24 09:58:53 AM
39,14;2024-04-24 09:57:53 AM
38,91;2024-04-24 09:56:53 AM
38,71;2024-04-24 09:55:53 AM
38,83;2024-04-24 09:54:53 AM
38,36;2024-04-24 09:53:53 AM
38,18;2024-04-24 09:52:53 AM
37,83;2024-04-24 09:51:53 AM
37,42;2024-04-24 09:50:53 AM
37,13;2024-04-24 09:49:53 AM
36,99;2024-04-24 09:48:53 AM
36,73;2024-04-24 09:47:53 AM
36,77;2024-04-24 09:46:53 AM
36,57;2024-04-24 09:45:53 AM
36,74;2024-04-24 09:44:53 AM
36,77;2024-04-24 09:43:53 AM
36,94;2024-04-24 09:42:53 AM
36,90;2024-04-24 09:41:53 AM
36,96;2024-04-24 09:40:53 AM
36,98;2024-04-24 09:39:53 AM
36,80;2024-04-24 09:38:53 AM
36,66;2024-04-24 09:37:53 AM
36,55;2024-04-24 09:36:52 AM
36,37;2024-04-24 09:35:53 AM
36,39;2024-04-24 09:34:52 AM
36,19;2024-04-24 09:33:52 AM
36,03;2024-04-24 09:32:52 AM
36,02;2024-04-24 09:31:52 AM
35,85;2024-04-24 09:30:53 AM
35,90;2024-04-24 09:29:52 AM
35,65;2024-04-24 09:28:52 AM
35,71;2024-04-24 09:27:52 AM
35,69;2024-04-24 09:26:52 AM
35,97;2024-04-24 09:25:52 AM
35,97;2024-04-24 09:24:52 AM
35,88;2024-04-24 09:23:52 AM
35,86;2024-04-24 09:22:52 AM
36,33;2024-04-24 09:21:52 AM
36,43;2024-04-24 09:20:52 AM
36,18;2024-04-24 09:19:52 AM
36,38;2024-04-24 09:18:52 AM
36,24;2024-04-24 09:17:53 AM
36,33;2024-04-24 09:16:52 AM
36,26;2024-04-24 09:15:52 AM
36,23;2024-04-24 09:14:52 AM
36,26;2024-04-24 09:13:52 AM
36,20;2024-04-24 09:12:52 AM
36,21;2024-04-24 09:11:52 AM
36,20;2024-04-24 09:10:52 AM
35,91;2024-04-24 09:09:52 AM
35,88;2024-04-24 09:08:52 AM
36,06;2024-04-24 09:07:51 AM
35,98;2024-04-24 09:06:51 AM
35,87;2024-04-24 09:05:51 AM
35,80;2024-04-24 09:04:51 AM
36,19;2024-04-24 09:03:51 AM
36,20;2024-04-24 09:02:51 AM
36,34;2024-04-24 09:01:51 AM
36,59;2024-04-24 09:00:51 AM
36,62;2024-04-24 08:59:51 AM
36,47;2024-04-24 08:58:51 AM
36,56;2024-04-24 08:57:51 AM
36,58;2024-04-24 08:56:51 AM
36,68;2024-04-24 08:55:51 AM
37,28;2024-04-24 08:54:51 AM
37,78;2024-04-24 08:53:51 AM
37,87;2024-04-24 08:52:51 AM
37,80;2024-04-24 08:51:50 AM
37,90;2024-04-24 08:50:50 AM
37,59;2024-04-24 08:49:50 AM
37,91;2024-04-24 08:48:50 AM
38,19;2024-04-24 08:47:51 AM
38,28;2024-04-24 08:46:50 AM
38,34;2024-04-24 08:45:50 AM
38,42;2024-04-24 08:44:50 AM
38,97;2024-04-24 08:43:50 AM
39,09;2024-04-24 08:42:51 AM
39,56;2024-04-24 08:41:50 AM
39,95;2024-04-24 08:40:50 AM
39,91;2024-04-24 08:39:50 AM
39,97;2024-04-24 08:38:50 AM
40,17;2024-04-24 08:37:50 AM
40,34;2024-04-24 08:36:50 AM
40,58;2024-04-24 08:35:50 AM
40,69;2024-04-24 08:34:49 AM
41,14;2024-04-24 08:33:49 AM
41,23;2024-04-24 08:32:50 AM
41,66;2024-04-24 08:31:49 AM
41,92;2024-04-24 08:30:49 AM
42,25;2024-04-24 08:29:49 AM
42,67;2024-04-24 08:28:49 AM
42,96;2024-04-24 08:27:49 AM
43,36;2024-04-24 08:26:49 AM
43,79;2024-04-24 08:25:49 AM
44,08;2024-04-24 08:24:49 AM
44,20;2024-04-24 08:23:49 AM
44,20;2024-04-24 08:22:49 AM
44,20;2024-04-24 08:21:49 AM
44,18;2024-04-24 08:20:49 AM
44,17;2024-04-24 08:19:49 AM
44,15;2024-04-24 08:18:49 AM
44,14;2024-04-24 08:17:49 AM
44,14;2024-04-24 08:16:48 AM
44,14;2024-04-24 08:15:48 AM
44,18;2024-04-24 08:14:48 AM
44,19;2024-04-24 08:13:48 AM
44,19;2024-04-24 08:12:48 AM
44,21;2024-04-24 08:11:48 AM
44,19;2024-04-24 08:10:48 AM
44,19;2024-04-24 08:09:48 AM
44,19;2024-04-24 08:08:48 AM
44,18;2024-04-24 08:07:48 AM
44,16;2024-04-24 08:06:48 AM
44,13;2024-04-24 08:05:48 AM
44,13;2024-04-24 08:04:48 AM
44,13;2024-04-24 08:03:48 AM
44,09;2024-04-24 08:02:48 AM
44,08;2024-04-24 08:01:48 AM
44,07;2024-04-24 08:00:48 AM
