value;time
58,19;2024-05-15 07:34:02 AM
58,12;2024-05-15 07:33:02 AM
58,05;2024-05-15 07:32:02 AM
58,14;2024-05-15 07:31:02 AM
58,02;2024-05-15 07:30:02 AM
57,94;2024-05-15 07:29:02 AM
58,04;2024-05-15 07:28:01 AM
58,08;2024-05-15 07:27:02 AM
58,03;2024-05-15 07:26:01 AM
58,10;2024-05-15 07:25:01 AM
57,99;2024-05-15 07:24:01 AM
58,03;2024-05-15 07:23:01 AM
58,10;2024-05-15 07:22:01 AM
58,10;2024-05-15 07:21:01 AM
58,04;2024-05-15 07:20:01 AM
57,93;2024-05-15 07:19:01 AM
57,89;2024-05-15 07:18:01 AM
58,03;2024-05-15 07:17:01 AM
58,08;2024-05-15 07:16:01 AM
58,02;2024-05-15 07:15:01 AM
58,04;2024-05-15 07:14:01 AM
58,01;2024-05-15 07:13:01 AM
58,01;2024-05-15 07:12:01 AM
58,03;2024-05-15 07:11:00 AM
58,16;2024-05-15 07:10:01 AM
58,09;2024-05-15 07:09:00 AM
58,15;2024-05-15 07:08:00 AM
58,26;2024-05-15 07:07:00 AM
58,25;2024-05-15 07:06:00 AM
58,28;2024-05-15 07:05:00 AM
58,47;2024-05-15 07:04:00 AM
58,39;2024-05-15 07:03:00 AM
58,54;2024-05-15 07:02:00 AM
58,67;2024-05-15 07:01:00 AM
58,58;2024-05-15 07:00:00 AM
58,77;2024-05-15 06:59:00 AM
58,85;2024-05-15 06:58:00 AM
58,95;2024-05-15 06:57:00 AM
59,09;2024-05-15 06:56:00 AM
59,05;2024-05-15 06:55:00 AM
59,13;2024-05-15 06:54:00 AM
59,31;2024-05-15 06:53:00 AM
59,37;2024-05-15 06:51:59 AM
59,43;2024-05-15 06:50:59 AM
59,46;2024-05-15 06:49:59 AM
59,56;2024-05-15 06:48:59 AM
59,63;2024-05-15 06:47:59 AM
59,66;2024-05-15 06:46:59 AM
59,67;2024-05-15 06:45:59 AM
59,64;2024-05-15 06:44:59 AM
59,67;2024-05-15 06:43:59 AM
59,68;2024-05-15 06:42:59 AM
59,66;2024-05-15 06:41:59 AM
59,61;2024-05-15 06:40:59 AM
59,60;2024-05-15 06:39:59 AM
59,58;2024-05-15 06:38:59 AM
59,51;2024-05-15 06:37:59 AM
59,55;2024-05-15 06:36:59 AM
59,52;2024-05-15 06:35:59 AM
59,38;2024-05-15 06:34:58 AM
59,33;2024-05-15 06:33:58 AM
59,37;2024-05-15 06:32:58 AM
59,37;2024-05-15 06:31:58 AM
59,38;2024-05-15 06:30:59 AM
59,41;2024-05-15 06:29:58 AM
59,41;2024-05-15 06:28:58 AM
59,51;2024-05-15 06:27:58 AM
59,48;2024-05-15 06:26:58 AM
59,46;2024-05-15 06:25:59 AM
59,44;2024-05-15 06:24:58 AM
59,44;2024-05-15 06:23:58 AM
59,57;2024-05-15 06:22:58 AM
59,48;2024-05-15 06:21:58 AM
59,41;2024-05-15 06:20:58 AM
59,37;2024-05-15 06:19:58 AM
59,37;2024-05-15 06:18:58 AM
59,38;2024-05-15 06:17:57 AM
59,26;2024-05-15 06:16:57 AM
59,37;2024-05-15 06:15:57 AM
59,35;2024-05-15 06:14:57 AM
59,33;2024-05-15 06:13:57 AM
59,43;2024-05-15 06:12:57 AM
59,35;2024-05-15 06:11:57 AM
59,46;2024-05-15 06:10:57 AM
59,40;2024-05-15 06:09:57 AM
59,48;2024-05-15 06:08:57 AM
59,43;2024-05-15 06:07:57 AM
59,46;2024-05-15 06:06:57 AM
59,49;2024-05-15 06:05:57 AM
59,54;2024-05-15 06:04:57 AM
59,51;2024-05-15 06:03:57 AM
59,46;2024-05-15 06:02:57 AM
59,44;2024-05-15 06:01:57 AM
59,48;2024-05-15 06:00:57 AM
59,52;2024-05-15 05:59:57 AM
59,60;2024-05-15 05:58:57 AM
59,55;2024-05-15 05:57:56 AM
59,54;2024-05-15 05:56:56 AM
59,60;2024-05-15 05:55:57 AM
59,60;2024-05-15 05:54:56 AM
59,60;2024-05-15 05:53:56 AM
59,60;2024-05-15 05:52:56 AM
59,63;2024-05-15 05:51:56 AM
59,58;2024-05-15 05:50:56 AM
59,54;2024-05-15 05:49:56 AM
59,52;2024-05-15 05:48:56 AM
59,60;2024-05-15 05:47:56 AM
59,69;2024-05-15 05:46:56 AM
59,66;2024-05-15 05:45:56 AM
59,63;2024-05-15 05:44:56 AM
59,68;2024-05-15 05:43:56 AM
59,79;2024-05-15 05:42:55 AM
59,77;2024-05-15 05:41:55 AM
59,81;2024-05-15 05:40:56 AM
59,81;2024-05-15 05:39:55 AM
59,75;2024-05-15 05:38:55 AM
59,84;2024-05-15 05:37:55 AM
59,92;2024-05-15 05:36:55 AM
59,89;2024-05-15 05:35:56 AM
60,17;2024-05-15 05:34:55 AM
60,12;2024-05-15 05:33:55 AM
60,33;2024-05-15 05:32:55 AM
60,27;2024-05-15 05:31:55 AM
60,33;2024-05-15 05:30:55 AM
60,51;2024-05-15 05:29:55 AM
60,62;2024-05-15 05:28:55 AM
60,65;2024-05-15 05:27:55 AM
60,97;2024-05-15 05:26:55 AM
61,04;2024-05-15 05:25:55 AM
61,23;2024-05-15 05:24:55 AM
61,34;2024-05-15 05:23:54 AM
61,44;2024-05-15 05:22:54 AM
61,51;2024-05-15 05:21:54 AM
61,81;2024-05-15 05:20:54 AM
61,66;2024-05-15 05:19:54 AM
61,75;2024-05-15 05:18:54 AM
62,03;2024-05-15 05:17:54 AM
62,25;2024-05-15 05:16:54 AM
62,43;2024-05-15 05:15:54 AM
62,60;2024-05-15 05:14:54 AM
62,83;2024-05-15 05:13:54 AM
63,17;2024-05-15 05:12:54 AM
63,32;2024-05-15 05:11:54 AM
63,76;2024-05-15 05:10:54 AM
63,93;2024-05-15 05:09:54 AM
64,39;2024-05-15 05:08:54 AM
64,43;2024-05-15 05:07:54 AM
64,88;2024-05-15 05:06:54 AM
65,33;2024-05-15 05:05:53 AM
65,32;2024-05-15 05:04:53 AM
65,59;2024-05-15 05:03:53 AM
65,78;2024-05-15 05:02:53 AM
66,11;2024-05-15 05:01:53 AM
66,19;2024-05-15 05:00:53 AM
66,35;2024-05-15 04:59:53 AM
66,19;2024-05-15 04:58:53 AM
66,38;2024-05-15 04:57:53 AM
66,40;2024-05-15 04:56:53 AM
66,67;2024-05-15 04:55:53 AM
66,73;2024-05-15 04:54:53 AM
66,90;2024-05-15 04:53:53 AM
67,32;2024-05-15 04:52:53 AM
67,63;2024-05-15 04:51:53 AM
67,59;2024-05-15 04:50:53 AM
67,70;2024-05-15 04:49:53 AM
67,78;2024-05-15 04:48:52 AM
67,78;2024-05-15 04:47:52 AM
67,93;2024-05-15 04:46:53 AM
68,24;2024-05-15 04:45:52 AM
68,17;2024-05-15 04:44:52 AM
68,48;2024-05-15 04:43:52 AM
68,50;2024-05-15 04:42:52 AM
68,65;2024-05-15 04:41:53 AM
68,65;2024-05-15 04:40:52 AM
68,92;2024-05-15 04:39:52 AM
68,81;2024-05-15 04:38:52 AM
69,09;2024-05-15 04:37:52 AM
69,22;2024-05-15 04:36:53 AM
69,51;2024-05-15 04:35:52 AM
69,53;2024-05-15 04:34:52 AM
69,71;2024-05-15 04:33:52 AM
69,74;2024-05-15 04:32:52 AM
69,76;2024-05-15 04:31:52 AM
70,18;2024-05-15 04:30:52 AM
70,14;2024-05-15 04:29:51 AM
70,18;2024-05-15 04:28:51 AM
70,16;2024-05-15 04:27:51 AM
70,21;2024-05-15 04:26:51 AM
70,19;2024-05-15 04:25:51 AM
69,93;2024-05-15 04:24:51 AM
69,93;2024-05-15 04:23:51 AM
69,75;2024-05-15 04:22:51 AM
69,40;2024-05-15 04:21:51 AM
69,24;2024-05-15 04:20:51 AM
69,17;2024-05-15 04:19:51 AM
69,24;2024-05-15 04:18:51 AM
69,17;2024-05-15 04:17:51 AM
69,23;2024-05-15 04:16:51 AM
69,24;2024-05-15 04:15:51 AM
69,15;2024-05-15 04:14:51 AM
69,08;2024-05-15 04:13:51 AM
69,24;2024-05-15 04:12:51 AM
69,19;2024-05-15 04:11:51 AM
69,21;2024-05-15 04:10:51 AM
69,30;2024-05-15 04:09:50 AM
69,03;2024-05-15 04:08:50 AM
69,34;2024-05-15 04:07:50 AM
69,03;2024-05-15 04:06:50 AM
69,15;2024-05-15 04:05:50 AM
69,35;2024-05-15 04:04:50 AM
69,17;2024-05-15 04:03:50 AM
69,19;2024-05-15 04:02:50 AM
69,10;2024-05-15 04:01:50 AM
69,03;2024-05-15 04:00:50 AM
69,13;2024-05-15 03:59:50 AM
69,24;2024-05-15 03:58:50 AM
69,26;2024-05-15 03:57:50 AM
69,24;2024-05-15 03:56:50 AM
69,11;2024-05-15 03:55:50 AM
69,17;2024-05-15 03:54:49 AM
69,01;2024-05-15 03:53:49 AM
69,13;2024-05-15 03:52:49 AM
69,23;2024-05-15 03:51:50 AM
69,01;2024-05-15 03:50:49 AM
69,23;2024-05-15 03:49:49 AM
68,99;2024-05-15 03:48:50 AM
68,99;2024-05-15 03:47:49 AM
69,15;2024-05-15 03:46:49 AM
69,01;2024-05-15 03:45:49 AM
68,99;2024-05-15 03:44:49 AM
68,84;2024-05-15 03:43:49 AM
69,19;2024-05-15 03:42:49 AM
68,99;2024-05-15 03:41:49 AM
68,95;2024-05-15 03:40:49 AM
69,10;2024-05-15 03:39:49 AM
68,54;2024-05-15 03:38:49 AM
68,64;2024-05-15 03:36:49 AM
67,98;2024-05-15 03:35:48 AM
68,00;2024-05-15 03:34:48 AM
68,26;2024-05-15 03:33:48 AM
68,16;2024-05-15 03:32:49 AM
68,00;2024-05-15 03:31:48 AM
68,42;2024-05-15 03:30:48 AM
68,30;2024-05-15 03:29:48 AM
68,64;2024-05-15 03:28:48 AM
68,57;2024-05-15 03:27:48 AM
68,49;2024-05-15 03:26:48 AM
68,29;2024-05-15 03:25:48 AM
68,17;2024-05-15 03:24:48 AM
68,19;2024-05-15 03:23:48 AM
67,88;2024-05-15 03:22:48 AM
67,81;2024-05-15 03:21:48 AM
67,87;2024-05-15 03:20:48 AM
67,84;2024-05-15 03:19:48 AM
67,58;2024-05-15 03:18:47 AM
67,89;2024-05-15 03:17:47 AM
67,73;2024-05-15 03:16:47 AM
67,63;2024-05-15 03:15:47 AM
68,01;2024-05-15 03:14:47 AM
67,89;2024-05-15 03:13:48 AM
67,85;2024-05-15 03:12:47 AM
67,82;2024-05-15 03:11:47 AM
68,26;2024-05-15 03:10:47 AM
67,81;2024-05-15 03:09:47 AM
67,97;2024-05-15 03:08:47 AM
68,10;2024-05-15 03:07:47 AM
68,06;2024-05-15 03:06:47 AM
68,42;2024-05-15 03:05:47 AM
68,47;2024-05-15 03:04:47 AM
68,10;2024-05-15 03:03:47 AM
68,28;2024-05-15 03:02:47 AM
68,61;2024-05-15 03:01:46 AM
68,60;2024-05-15 03:00:46 AM
