value;time
23,63;2024-05-15 05:01:53 AM
23,68;2024-05-15 05:00:53 AM
23,50;2024-05-15 04:59:53 AM
23,54;2024-05-15 04:58:53 AM
23,53;2024-05-15 04:57:53 AM
23,50;2024-05-15 04:56:53 AM
23,43;2024-05-15 04:55:53 AM
23,49;2024-05-15 04:54:53 AM
23,57;2024-05-15 04:53:53 AM
23,53;2024-05-15 04:52:53 AM
23,45;2024-05-15 04:51:53 AM
23,53;2024-05-15 04:50:53 AM
23,50;2024-05-15 04:49:53 AM
23,50;2024-05-15 04:48:52 AM
23,45;2024-05-15 04:47:52 AM
23,40;2024-05-15 04:46:53 AM
23,36;2024-05-15 04:45:52 AM
23,34;2024-05-15 04:44:52 AM
23,26;2024-05-15 04:43:52 AM
23,32;2024-05-15 04:42:52 AM
23,24;2024-05-15 04:41:53 AM
23,20;2024-05-15 04:40:52 AM
23,25;2024-05-15 04:39:52 AM
23,26;2024-05-15 04:38:52 AM
23,23;2024-05-15 04:37:52 AM
23,25;2024-05-15 04:36:53 AM
23,13;2024-05-15 04:35:52 AM
23,15;2024-05-15 04:34:52 AM
23,08;2024-05-15 04:33:52 AM
23,00;2024-05-15 04:32:52 AM
23,00;2024-05-15 04:31:52 AM
22,91;2024-05-15 04:30:52 AM
22,93;2024-05-15 04:29:51 AM
22,91;2024-05-15 04:28:51 AM
22,86;2024-05-15 04:27:51 AM
22,81;2024-05-15 04:26:51 AM
22,85;2024-05-15 04:25:51 AM
22,88;2024-05-15 04:24:51 AM
22,90;2024-05-15 04:23:51 AM
22,85;2024-05-15 04:22:51 AM
22,89;2024-05-15 04:21:51 AM
22,94;2024-05-15 04:20:51 AM
23,06;2024-05-15 04:19:51 AM
23,01;2024-05-15 04:18:51 AM
22,99;2024-05-15 04:17:51 AM
23,00;2024-05-15 04:16:51 AM
23,03;2024-05-15 04:15:51 AM
23,01;2024-05-15 04:14:51 AM
23,04;2024-05-15 04:13:51 AM
22,97;2024-05-15 04:12:51 AM
22,97;2024-05-15 04:11:51 AM
23,07;2024-05-15 04:10:51 AM
23,02;2024-05-15 04:09:50 AM
23,11;2024-05-15 04:08:50 AM
23,05;2024-05-15 04:07:50 AM
23,03;2024-05-15 04:06:50 AM
22,98;2024-05-15 04:05:50 AM
22,92;2024-05-15 04:04:50 AM
22,96;2024-05-15 04:03:50 AM
22,99;2024-05-15 04:02:50 AM
22,97;2024-05-15 04:01:50 AM
22,95;2024-05-15 04:00:50 AM
22,88;2024-05-15 03:59:50 AM
22,91;2024-05-15 03:58:50 AM
22,99;2024-05-15 03:57:50 AM
22,97;2024-05-15 03:56:50 AM
23,02;2024-05-15 03:55:50 AM
23,00;2024-05-15 03:54:49 AM
23,13;2024-05-15 03:53:49 AM
23,08;2024-05-15 03:52:49 AM
23,02;2024-05-15 03:51:50 AM
23,09;2024-05-15 03:50:49 AM
23,03;2024-05-15 03:49:49 AM
23,09;2024-05-15 03:48:50 AM
23,10;2024-05-15 03:47:49 AM
22,99;2024-05-15 03:46:49 AM
23,10;2024-05-15 03:45:49 AM
23,10;2024-05-15 03:44:49 AM
23,21;2024-05-15 03:43:49 AM
23,13;2024-05-15 03:42:49 AM
23,18;2024-05-15 03:41:49 AM
23,19;2024-05-15 03:40:49 AM
23,25;2024-05-15 03:39:49 AM
23,14;2024-05-15 03:38:49 AM
23,15;2024-05-15 03:36:49 AM
23,04;2024-05-15 03:35:48 AM
23,11;2024-05-15 03:34:48 AM
23,10;2024-05-15 03:33:48 AM
23,08;2024-05-15 03:32:49 AM
23,12;2024-05-15 03:31:48 AM
23,13;2024-05-15 03:30:48 AM
23,21;2024-05-15 03:29:48 AM
23,13;2024-05-15 03:28:48 AM
23,15;2024-05-15 03:27:48 AM
23,12;2024-05-15 03:26:48 AM
23,20;2024-05-15 03:25:48 AM
23,19;2024-05-15 03:24:48 AM
23,11;2024-05-15 03:23:48 AM
23,10;2024-05-15 03:22:48 AM
23,11;2024-05-15 03:21:48 AM
23,07;2024-05-15 03:20:48 AM
23,03;2024-05-15 03:19:48 AM
23,06;2024-05-15 03:18:47 AM
22,99;2024-05-15 03:17:47 AM
23,06;2024-05-15 03:16:47 AM
23,10;2024-05-15 03:15:47 AM
23,15;2024-05-15 03:14:47 AM
23,05;2024-05-15 03:13:48 AM
23,09;2024-05-15 03:12:47 AM
23,15;2024-05-15 03:11:47 AM
23,14;2024-05-15 03:10:47 AM
23,10;2024-05-15 03:09:47 AM
23,04;2024-05-15 03:08:47 AM
23,14;2024-05-15 03:07:47 AM
23,13;2024-05-15 03:06:47 AM
23,14;2024-05-15 03:05:47 AM
23,20;2024-05-15 03:04:47 AM
23,16;2024-05-15 03:03:47 AM
23,23;2024-05-15 03:02:47 AM
23,25;2024-05-15 03:01:46 AM
23,21;2024-05-15 03:00:46 AM
